學年度,學期,課程代碼,課程名稱,授課教師,上課時間,上課教室,學分,選別,開課學程/年級,授課語言,EMI課程,學制分類,備註
113,2,032002661,"大學英文（二）","陳綉諭","四234","資訊140106",3.0,,"外文中",英文,否,學士班,"＠備註:商學院修讀"
113,2,032002681,"大學英文（二）","黃杏妃","四234","研究250305",3.0,,"外文中",英文,否,學士班,"＠備註:商學院修讀"
113,2,032002901,"大學英文（二）","趙宣彭","二D56","學思040301",3.0,,"外文中",英文,否,學士班,"＠備註:僑生（含港澳生）及外國學生修讀（社會科學院、國際事務學院）"
113,2,041005001,"士人、社會與國家","王德權","五123","季陶340413",3.0,,"歷史系",中文,否,學士班,"＠備註:無"
113,2,041100031,"生命價值與哲學思惟","蔡偉鼎","三78E","大勇210105",3.0,,"哲學系",中文,否,學士班,"＠備註:無"
113,2,041116001,"語言與文化：以美式英文為例","余明忠","五78E","井塘020101",3.0,,"英文系",中文,否,學士班,"＠備註:無"
113,2,041119001,"創造力","葉玉珠","二78","井塘020113",2.0,,"師培中",中文,否,學士班,"＠備註:無"
113,2,041123001,"生命探索與宗教文化","林振源","三78E","大勇210207",3.0,,"宗教所",中文,否,學士班,"＠備註:無"
113,2,041147011,"中華文化英語課程：中國戲劇","姜翠芬","一78E","研究250106",3.0,,"英文系",英文,是,學士班,"＠備註:無"
113,2,041195011,"藝術與當代社會","鍾適芳","三78E","傳播排演室",3.0,,"傳播學",中文,否,學士班,"＠備註:無"
113,2,041210001,"舞蹈與音樂","謝杰廷","四78E","傳播310311",3.0,,"廣電系",中文,否,學士班,"＠備註:修習過""舞蹈的閱讀""(041192001)者請勿重複修課"
113,2,041211001,"當代台灣電影、文化與社會","林庭瑩","五D56","研究250305",3.0,,"華文博程",英文,是,學士班,"＠備註:無"
113,2,042026001,"保險糾紛介紹","王正偉","二78","商館260101",2.0,,"風管系",中文,否,學士班,"＠備註:1.本課程需撰寫畢業後第一個10年期間之[生涯規劃與風險管理]，不適合一、二年級修讀。2.大三/大四優先。"
113,2,042103001,"由歷史事件看國際關係","郭昕光","一12","綜北270103",2.0,,"外交系",中文,否,學士班,"＠備註:第一堂未到請自行退選，未退課該科以零分計算。"
113,2,042116041,"生活中的經濟學","周德宇","一CD四78","教室洽系所綜南270415",3.0,,"財政系",中文,否,學士班,"＠備註:星期四下午1600-1800，及星期一討論課（每兩週一次 週一12:10-14:00）。"
113,2,042142001,"環視全球－挑戰國際視野","王韻","四78E","綜北270103",3.0,,"國務院",中文,否,學士班,"＠備註:星期四第E節為TA上課，每週上課1小時"
113,2,080003001,"知識與實踐匯流：政大傑出研究學者講座","徐士勛","四234","研究250203",3.0,選修,"校選修",中文,否,碩士班、博士班,"＠備註:本課程為校級選修講座課程，開放學士班三、四年級以上及全校碩博士班學生修習。詳細授課內容請見教學大綱。課程加簽請洽經濟系。"
113,2,080002001,"設計思考與人工智慧","陳宜秀、蔡炎龍","三234","人偉講堂",3.0,選修,"校選修",中文,否,碩士班,"＠備註:課程加簽請洽應數系。"
113,2,010057002,"日語聽力練習","郭蓉蓉","五D5","資訊140201",2.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010103032,"日語會話（一）","郭蓉蓉","五34","綜北270204",2.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010132012,"日語演習（二）","傅斯榆","三56","綜北270105",1.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010095002,"英文作文（一）","江介維","四D5","逸仙050202",2.0,必修,"英文系",英文,否,學士班,"＠備註:無"
113,2,010107042,"日文寫作","林士鈞","三78","研究250309",2.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010026001,"憲法","謝碩駿","二234","大勇210201",3.0,群修,"法律系",中文,否,學士班,"＠備註:擴大輔系專班，歡迎外系同學修習本課程"
113,2,010055001,"法學的歷史、社會與思想","黃士軒","四234","大智190304",3.0,必修,"法律系",中文,否,學士班,"＠備註:擴大輔系專班，歡迎外系同學修習"
113,2,010056012,"日語讀本（一）","邱麗娟","五EF","研究250206",2.0,必修,"日文系",中文,否,學士班,"���備註:無"
113,2,010057022,"日語聽力練習","楊慧芳","五78","資訊140104",2.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010103072,"日語會話（一）","葉寶珠","三D5","資訊140301",2.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010118001,"中國外交史","劉蕭翔","五78E","綜北270204",3.0,群修,"外交系",中文,否,學士班,"＠備註:本課程為擴大輔系專班，需繳交學分費。"
113,2,010069012,"英語口語訓練","陶韻惠","三78","研究250102",2.0,必修,"英文系",英文,否,學士班,"＠備註:無"
113,2,010103012,"日語會話（一）","周雅玲","五D5","綜北270207",2.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010103042,"日語會話（一）","劉麗文","二34","綜北270201",2.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010103052,"日語會話（一）","詹兆雯","三56","研究250308",2.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010104012,"中級日語","葉寶珠","四D56","大勇210101",3.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010105042,"日語會話（二）","坂井郁子","五CD","大勇210102",2.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010105072,"日語會話（二）","林士鈞","三EF","研究250309",2.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010113002,"高級日語","坂井郁子","五34","大勇210102",2.0,選修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010122032,"初級韓國語","高胤茹","三EFG","研究250301",3.0,必修,"韓文系",中文,否,學士班,"＠備註:無"
113,2,010130001,"審計學（二）","許晉銘","二234","逸仙050101",3.0,選修,"會計系",中文,否,學士班,"＠備註:本課程不開放會計系學生選課，擋修審計學（一），不論學生身份，修習本課程皆須繳學分費，"
113,2,010131032,"日語演習（一）","郭蓉蓉","三56","綜北270204",1.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010132052,"日語演習（二）","許育惠","三CD","資訊140107",1.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010922002,"韓語口說訓練（一）","崔峼熲","二EFG","研究250204",3.0,選修,"韓文系",韓文,否,學士班,"＠備註:無"
113,2,010923002,"高級韓國語","羅際任","三EFG","研究250307",3.0,選修,"韓文系",中文,否,學士班,"＠備註:無"
113,2,010032002,"英語語言學概論","葉侃彧","五34","季陶340402",2.0,必修,"英文系",中文,否,學士班,"＠備註:無"
113,2,010054001,"刑法（二）","林道","一EFG","商館260106",3.0,必修,"法律系",中文,否,學士班,"＠備註:擴大���系專班，歡迎外系同學修習本課程"
113,2,010102032,"初級日語","葉寶珠","三34C","資訊140301",3.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010102082,"初級日語","邱麗娟","二EFG","研究250105",3.0,必修,"日文系",中文,否,學士���,"＠備註:無"
113,2,010104002,"中級日語","林士鈞","四EFG","研究250201",3.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010105012,"日語會話（二）","周雅玲","五34","綜北270207",2.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010108002,"閱讀指導","吳佳林","二34","資訊140308",2.0,必修,"英文系",英文,是,學士班,"＠備註:無"
113,2,010113012,"高級日語","洪淑娟","二78","綜北270302",2.0,選修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010122012,"初級韓國語","羅際任","三234","資訊140105",3.0,必修,"韓文系",中文,否,學士班,"＠備註:無"
113,2,010131042,"日語演習（一）","傅斯榆","三CD","綜北270105",1.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010082001,"英語語音學","陳怡臻","三234","季陶340304",3.0,必修,"英文系",英文,是,學士班,"＠備註:無"
113,2,010097002,"英文作文（二）","江介維","四67","逸仙050202",2.0,必修,"英文系",英文,否,學士班,"＠備註:無"
113,2,010104032,"中級日語","邱麗娟","二D56","綜北270407",3.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010107032,"日文寫作","楊慧芳","一CD","研究250106",2.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010116001,"國際組織","楊明敏","四78E","綜北270204",3.0,必修,"外交系",中文,否,學士班,"＠備註:本課程為擴大輔系專班，需繳交學分費。"
113,2,010126001,"韓語語法（２）","高胤茹","二EF","研究250302",2.0,必修,"韓文系",中文,否,學士班,"＠備註:無"
113,2,010132042,"日語演習（二）","楊慧芳","五56","資訊140104",1.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010920001,"日本文化","許育惠","三34","資訊140107",2.0,選修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010931001,"新聞日語","楊慧芳","五CD","資訊140104",2.0,選修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010056002,"日語讀本（一）","葉寶珠","四34","大勇210101",2.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010057012,"日語聽力練習","施列庭","五34","資訊140201",2.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010069022,"英語口語訓練","王力英","三56","季陶340401",2.0,必修,"英文系",英文,否,學士班,"＠備註:無"
113,2,010091002,"英美文學","陳建龍","四234","綜北270304",3.0,必修,"英文系",中文,否,學士班,"＠備註:無"
113,2,010103082,"日語會話（一）","馮秋玉","二78","綜北270402",2.0,必修,"日文系",中文,否,學士班,"＠備註:無"
113,2,010104022,"中級日語","馮秋玉","二234","綜北270402",3.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010105022,"日語會話（二）","詹兆雯","三78","研究250308",2.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010107052,"日文寫作","馮秋玉","二56","綜北270402",2.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010107062,"日文寫作","坂井郁子","五56","大勇210102",2.0,必修,"日文系",日文,否,學士班,"＠備註:無"
113,2,010110001,"中級會計學（二）","陳錦烽","二234","商館260207",3.0,必修,"會計系",中文,否,學士班,"＠備註:擋修中會（一），不論學生身份，修習本課程皆須繳學分費。"
113,2,010117001,"國際關係","楊一逵","二D56","綜北270204",3.0,必修,"外交系",英文,是,學士班,"＠備註:本課程為擴大輔系專班，需繳交學分費。"
113,2,010122002,"初級韓國語","彭玲林","二EFG","研究250309",3.0,必修,"韓文系",中文,否,學士班,"＠備註:無"
113,2,010122022,"初級韓國語","高胤茹","二567","資訊140405",3.0,必修,"韓文系",中文,否,學士班,"＠備註:無"
113,2,010122042,"初級韓國語","李榮敬","二234","資訊140307",3.0,必修,"韓文系",中文,否,學士班,"＠備註:無"
113,2,010123002,"中級韓國語","崔峼熲","三EFG","研究250303",3.0,必修,"韓文系",韓文,否,學士班,"＠備註:無"
113,2,010123012,"中級韓國語","羅際任","四EFG","研究250206",3.0,必修,"韓文系",中文,否,學士班,"＠備註:無"
113,2,010126011,"韓語語法（２）","彭玲林","二56","",2.0,必修,"韓文系",中文,否,學士班,"＠備註:無"
113,2,010126021,"韓語語法（２）","鄭乃瑋","四FG","研究250303",2.0,必修,"韓文系",中文,否,學士班,"＠備註:無"
113,2,010927001,"商用日語會話２","許育惠","三56","資訊140107",2.0,選修,"日文系",日文,否,學士班,"＠備註:無"
113,2,702010001,"發展心理學","黃啟泰","三D56","資訊140201",3.0,必修,"心理二",中文,否,學士班,"＠備註:無"
113,2,599902011,"大學外文（二）：韓語","羅際任","三D56","資訊140105",3.0,選修,"外文中心",中文,否,學士班,"＠備註:韓文系輔系生請選輔系課。學生所屬國籍或僑居地之官方語言或主要使用語言為韓文，修習本科目之成績及學分不予採計。"
113,2,599902021,"大學外文（二）：韓語","羅際任","五D56","資訊140106",3.0,選修,"外文中心",中文,否,學士班,"＠備註:韓文系輔系生請選輔系課。學生所屬國籍或僑居地之官方語言或主要使用語言為韓文，修習本科目之成績及學分不予採計。"
113,2,599904001,"大學外文（四）：韓語","羅際任","二234","資訊140105",3.0,選修,"外文中心",中文,否,學士班,"＠備註:韓文系輔系生請選輔系課。學生所屬國籍或僑居地之官方語言或主要使用語言為韓文，修習本科目之成績及學分不予採計。"
113,2,601102021,"身分法","小林貴典","二234","大勇210202",3.0,群修,"法律二甲法律二乙法律二丙",中文,否,學士班,"＠備註:112級基礎科目"
113,2,601136001,"行政法（二）","詹鎮榮","二56","大智190305",2.0,群修,"法律二甲法律二乙法律二丙",中文,否,學士班,"＠備註:112級基礎科目"
113,2,000358011,"資料分析與程式設計入門","周彥君","四D56","逸仙5樓資管電腦室",3.0,選修,"資管系",中文,否,學士班,"＠備註:原科目名稱為資料處理，已修習原科目之學生不須再修習本科目。資管系同學修習不計入畢業學分。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
113,2,000358021,"資料分析與程式設計入門","楊亨利","二78E","逸仙5樓資管電腦室",3.0,選修,"資管系",中文,否,學士班,"＠備註:原科目名稱為資料處理，已修習原科目之學生不須再修習本科目。資管系同學修習不計入畢業學分。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
113,2,070942001,"電影與政治","梁家瑜","二234","綜北270403",3.0,選修,"社科院",英文,是,學士班,"＠備註:學碩合開課程，限學士班三年級以上學生修讀。"
113,2,070943001,"音樂社會學：樂手、作品與創業","黃俊銘","二567","大勇210401",3.0,選修,"創新創造力研究中心",中文,否,學士班,"＠備註:此門課為學碩合開，限大三、大四以上修習。"
113,2,070144001,"行銷管理","白佩玉、朱怡亭","五234","商館260207",3.0,群修,"商學院",中文,否,學士班,"＠備註:限外語專長商管學分學程。第一堂課請務��出席，未出席者請自行退選，先修「經濟學一學年和管理學」。與000350031合開。"
113,2,202005001,"公共政策","湯京平","二D56","綜南270211",3.0,群修,"政治二政治三政治四",中文,否,學士班,"＠備註:無"
113,2,209601001,"博物館實習","陳乃華","四78","綜南270311",2.0,選修,"民族三民族四",中文,否,學士班,"＠備註:無"
113,2,304026001,"數理統計學（一）","黃子銘","五234","商館260106",3.0,必修,"統計二",中文,否,學士班,"＠備註:本系、輔系及雙主修學生，應先修「微積分」，惟不設定修習及格之檔修；且應先修習本系所開之「機率論」，無論「機率論」修習通過與否，始得修習「數理統計學(一)」、「數理統計學(二)」，惟「數理統計學(一)」、「數理統計學(二)」修習二次未過，第三次起始同意修習開在商院的「數理統計學」。"
113,2,305763001,"智能供應鏈：趨勢與應用","羅明琇","四567","商館260712",2.0,選修,"企管三甲企管三乙企管四甲企管四乙",中文,否,學士班,"＠備註:學碩合開。先修營運與供應鏈管理。"
113,2,401118001,"電視文化研究","柯裕棻","二567","綜南270410",3.0,群修,"新聞三",中文,否,學士班,"＠備註:新聞與資訊、媒體與文化"
113,2,300779001,"營運與供應鏈管理","洪叔民","五567","炎成創新廳",3.0,選修,"商院學士",中文,否,學士班,"＠備註:【此科目代碼為大學部選課用】學碩合開，學程專班。限大三以上，企管系不得修習。"
113,2,405937001,"傳播法規與倫理","盧建誌","四567","大勇210417",3.0,選修,"傳院二甲傳院二乙傳院二丙傳院二丁",中文,否,學士班,"＠備註:欲加簽本課程者，請第一次上課務必到課。"
113,2,405950001,"基礎創意寫作","何昕明","五D56","資訊140205",3.0,選修,"傳院二甲傳院二乙傳院二丙傳院二丁",中文,否,學士班,"＠備註:第一堂未到課，但預選上的同學若沒有正當理由，請自行辦理退選。欲加簽本課程者，第一次上課務必到課，並且準備好修課動機與理由。"
113,2,504056012,"進階俄語會話","瓦列格夫","三12五12","百年330109",2.0,必修,"斯語三甲斯語三乙",俄文,否,學士班,"＠備註:無"
113,2,510037001,"東南亞經濟概論","黎氏仁","二234","資訊140301",3.0,群修,"東南越二東南泰二東南印二",英文,是,學士班,"＠備註:無"
113,2,510911001,"印尼語閱讀（一）","李平周","三56","逸仙050202",2.0,選修,"東南印一",印尼文,否,學士班,"＠備註:無"
113,2,510915001,"東南亞表演藝術文化","樊夏","二78E","研究250102",3.0,選修,"東南越二東南泰二東南印二",英文,是,學士班,"＠備註:無"
113,2,070414001,"虛擬資產與實體資產代幣化應用趨勢","鄭旭高","三D56","綜北270106",3.0,選修,"社科院",英文,是,學士班,"＠備註:學碩合開課程，限學士班三年級以上學生修讀。"
113,2,100714001,"數位人文學概論","鄭有容","三D56","百年電腦室",3.0,選修,"文院碩士文院學士",中文,否,學士班、碩士班,"＠備註:本課程與圖檔所、歷史系及台史所合開，此三系所學生請勿選此課號。"
113,2,101782001,"文學經典閱讀與評論","黃庭頎","四D56","百年330406",3.0,選修,"中文三甲中文三乙",中文,否,學士班,"＠備註:無"
113,2,103239001,"口述歷史","黃仁姿","四D56","季陶340516",3.0,群修,"歷史二",中文,否,學士班,"＠備註:無"
113,2,104003001,"知識論","鄭光明","五234","道藩320224",3.0,必修,"哲學二",中文,否,學士班,"＠備註:無"
113,2,070125001,"漫畫論","李衣雲","二34","資訊140306",2.0,選修,"台史所",中文,否,學士班,"＠備註:無"
113,2,070142001,"管理學","郭曉玲","五234","商館260311",3.0,必修,"商學院",中文,否,學士班,"＠備註:限外語專長商管學程。第一堂課務必出席，缺席者請自行退課。與000348021合開。"
113,2,070205001,"新媒體創作思考","吳彥杰","二234","創意實驗室",3.0,選修,"創新創造力研究中心",中文,否,學士班,"＠備註:此課號為人文創新學程開設，學程生享有優先選課權益。"
113,2,070250001,"歐洲社會與歐盟政經問題","盧倩儀","五D56","研究250201",3.0,選修,"國務院",中文,否,學士班,"＠備註:學班課程，與外語學院合開。"
113,2,070251001,"區域整合與歐亞關係","蘇卓馨","二234","綜合271112",3.0,選修,"國務院",英文,是,學士班、碩士班,"＠備註:歐盟學程課號，與外交系國研碩合開課程。"
113,2,070266001,"X創業家","鄭至甫","未定或彈性","",3.0,必修,"創新創造力研究中心",中文,否,學士班,"＠備註:寒假密集授課，授課時間另行通知。因其特殊屬性，將依開課/選課日程表進行選課名單之灌檔分派，不開放加選。詳情請洽創新與創造力中心。"
113,2,070320011,"新媒體與創業","盧建誌","三567","大勇210401",3.0,選修,"創新創造力研究中心",中文,否,學士班,"＠備註:1. 本課程為學碩合開，限大三大四修習。2. 此課號為創新與創造力學程開設，學程生享有優先選課權益。"
113,2,070339001,"意象與繪圖","陳文玲","四34C","創意實驗室",3.0,選修,"創新創造力研究中心",中文,否,學士班,"＠備註:1.此門課不開放電腦選修，有意願者請於第一堂課聽取選課說明。2.此為人文創新學程專屬課號，請非學程生勿加選此課號。"
113,2,070360001,"日治時期台灣文學選讀","羅詩雲","二D56","百年330108",3.0,選修,"台文所",中文,否,學士班,"＠備註:無"
113,2,070387001,"校園內的有感體驗設計","林承毅","三D56","學思040103",3.0,選修,"創新創造力研究中心",中文,否,學士班,"＠備註:無"
113,2,202036001,"社會科學的邏輯","葉浩","三D56","綜南270409",3.0,群修,"政治一政治二政治三政治四",中文,否,學士班,"＠備註:無"
113,2,203007002,"國際公法","蔡沛倫","三34","資訊140306",2.0,必修,"外交三",中文,否,學士班,"＠備註:不開放外系生修讀，需先修國際關係。"
113,2,203010001,"中國外交史","陳麒安、黃奎博","四234","綜南270114",3.0,必修,"外交一",中文,否,學士班,"＠備註:第一堂課請務必到課，未到課者請自行退選，否則以零分計算。所有加簽作業均於第一堂課辦理，之後一律不受理，欲加簽者需列於遞補清單。"
113,2,203877001,"中共政經發展與兩岸關係","朱新民","三34","綜北270303",2.0,選修,"外交三外交四",中文,否,學士班,"＠備註:無"
113,2,261100001,"政治發展理論","魏玫娟","二567","綜合270723",3.0,群修,"國發碩一國發碩二",中文,否,碩士班,"＠備註:碩群選。外所同學如需加簽，經授課老師同意後，交由本所統一加選。"
113,2,304028011,"時間數列分析","張育瑋","四D56","商館260207",3.0,群修,"統計三",中文,否,學士班,"＠備註:欲選此門課者，應先修過數理統計學及程式設計與統計軟體(R語言)二門課。"
113,2,305778001,"精實企業與管理實務研討","李易諭","二EFG","商館260205",3.0,選修,"企管三甲企管三乙企管四甲企管四乙",中文,否,學士班,"＠備註:學碩合開。"
113,2,306048011,"管理科學","周彥君、莊皓鈞","三78E","商館260210",3.0,必修,"資管二甲資管二乙",中文,否,學士班,"＠備註:中文授課。"
113,2,353753001,"會計專業之ESG浪潮解析","于紀隆","四234","逸仙050101",3.0,選修,"會計碩一會碩稅一會計碩二會碩稅二",中文,否,碩士班,"＠備註:無"
113,2,353756001,"中國稅務與商務","徐曉婷","四D56","學思040202",3.0,選修,"會計碩一會碩稅一會計碩二會碩稅二",中文,否,碩士班,"＠備註:無"
113,2,353789001,"公司治理與財務報表","傅文芳","三D56","學思040302",3.0,選修,"會計碩一會碩稅一會計碩二會碩稅二",中文,否,碩士班,"＠備註:無"
113,2,405908001,"資訊圖表與視覺化","李怡志","二567","大勇210106",3.0,選修,"傳院二甲傳院二乙傳院二丙傳院二丁",中文,否,學士班,"＠備註:欲選本課程者，請參考教學大綱。"
113,2,504808001,"蘇聯及當代俄羅斯","趙竹成","四56","綜北270201",2.0,選修,"斯語二甲斯語二乙斯語三甲斯語三乙",中文,否,學士班,"＠備註:無"
113,2,504824001,"初級俄語口說訓練（二）","張瑞承","四56","道藩320111",2.0,選修,"斯語一甲斯語一乙",中文,否,學士班,"＠備註:無"
113,2,504933001,"俄語語音與語調","張瑞承","三78","道藩320113",2.0,選修,"斯語一甲斯語一乙",中文,否,學士班,"＠備註:無"
113,2,701001002,"微積分","曾睿彬","二34四34","大智190204",4.0,必修,"應數一",中文,否,學士班,"＠備註:三EF實習課"
113,2,701013001,"數值分析","郭岳承","三D56","志希070221",3.0,必修,"應數二",中文,否,學士班,"＠備註:三7為實習課"
113,2,703850001,"社群媒體資料分析","謝佩璇","五D56","大仁200106",3.0,選修,"資訊一資訊二",英文,是,學士班,"＠備註:無"
113,2,599902001,"大學外文（二）：韓語","羅際任","二D56","資訊140105",3.0,選修,"外文中心",中文,否,學士班,"＠備註:韓文系輔系生請選輔系課。學生所屬國籍或僑居地之官方語言或主要使用語言為韓文，修習本科目之成績及學分不予採計。"
113,2,601157011,"刑法（二）","廖宜寧","三234","大勇210104",3.0,必修,"法律一乙",中文,否,學士班,"＠備註:113級基礎科目"
113,2,070412001,"給創作者的創造力","李宗興","二D56","創意實驗室",3.0,選修,"創新創造力研究中心",中文,否,學士班,"＠備註:此為人創學程課號，學程生優先選課。不開放加簽"
113,2,782021001,"電子電路學","蔡尚岳","三234","蓄養790401",3.0,群修,"電物學程",中文,否,學士班,"＠備註:無"
113,2,601091001,"憲法","劉定基","一D56","大勇210206",3.0,群修,"法律一甲",中文,否,學士班,"＠備註:113級基礎科目"
113,2,601091011,"憲法","廖元豪","一D56","大勇210202",3.0,群修,"法律一乙",中文,否,學士班,"＠備註:113級基礎科目"
113,2,601102011,"身分法","戴瑀如","二234","大智190305",3.0,群修,"法律二甲法律二乙法律二丙",中文,否,學士班,"＠備註:112級基礎科目"
113,2,601157001,"刑法（二）","謝如媛","三234","大勇210202",3.0,必修,"法律一甲",中文,否,學士班,"＠備註:113級基礎科目，加簽於第一堂課抽籤5人"
113,2,601158001,"民法債編總論（一）","呂彥彬","二D56","大智190101",3.0,必修,"法律一甲法律一乙法律一丙",中文,否,學士班,"＠備註:113級基礎科目"
113,2,103112001,"元明清繪畫史","劉宇珍","四234","季陶340406",3.0,群修,"歷史二",中文,否,學士班,"＠備註:無"
113,2,103224001,"中國近世醫療史","陳秀芬","���D56","季陶340409",3.0,群修,"歷史二",中文,否,學士班,"＠備註:無"
113,2,104049001,"邏輯","鄭光明","四234","道藩320224",3.0,必修,"哲學一",中文,否,學士班,"＠備註:無"
113,2,260029001,"中共政治發展","寇健文","二234","綜合270810",3.0,群修,"東亞碩一東亞碩二",中文,否,碩士班,"＠備註:第一次上課確定分組及報告順序，故限有選課且出席第一次課程者選修，如未出席者，請自行退選，由候補名單依序遞補，候補同學未出席第一次上課者，請自行退選，空出名額再依候補名單序加簽；不接受旁聽。"
113,2,260104001,"中國大陸社會轉型與變遷","王信賢","四567","綜合270812",3.0,群修,"東亞碩一",中文,否,碩士班,"＠備註:270812"
113,2,301047001,"用Python學財務計量","顏佑銘","二D56","商館260312",3.0,群修,"國貿三甲國貿三乙國貿四甲國貿四乙",中文,否,學士班,"＠備註:無"
113,2,306735001,"使用者體驗設計","簡士鎰","五D56","商館260205",3.0,選修,"資管三甲資管三乙資管四甲資管四乙",英文,是,學士班,"＠備註:英文授課。學碩合開。"
113,2,353749001,"審計數據分析應用","陳俊光","二D56","商館260306",3.0,選修,"會計碩一會碩稅一會計碩二會碩稅二",中文,否,碩士班,"＠備註:無"
113,2,353757001,"策略管理（一）","李佳玲","三234","商館260102",3.0,選修,"會計碩一會碩稅一會計碩二會碩稅二",中文,否,碩士班,"＠備註:無"
113,2,405925001,"當代電影理論","陳儒修","五D56","傳院劇場",3.0,選修,"傳院一甲傳院一乙傳院一丙傳院一丁",中文,否,學士班,"＠備註:欲加簽者請直接與任課老師聯絡，名額有限，補滿就不接受加簽。"
113,2,405944001,"創意與設計","鄭霈絨","一D56","大勇210315",3.0,選修,"傳院二甲傳院二乙傳院二丙傳院二丁",中文,否,學士班,"＠備註:欲加簽本課者，除第一次上課務必到課，且加簽前也都需到課。"
113,2,405950011,"基礎創意寫作","馬克明","五D56","資訊140307",3.0,選修,"傳院二甲傳院二乙傳院二丙傳院二丁",中文,否,學士班,"＠備註:欲加簽本課程者，請第一次上課務必到課。"
113,2,504054002,"初級俄語會話","薩承科","五34","道藩320113",1.0,必修,"斯語一甲",俄文,否,學士班,"＠備註:無"
113,2,504065011,"俄語寫作","瓦列格夫","二56","百年330109",2.0,必修,"斯語三甲斯語三乙",俄文,否,學士班,"＠備註:無"
113,2,506842001,"日本近現代大眾文化史","金想容","三78","季陶340413",2.0,選修,"日文三",日文,否,學士班,"＠備註:無"
113,2,506859001,"日本歷史２","楊素霞","一78","學思040302",2.0,選修,"日文二",中文,否,學士班,"＠備註:無"
113,2,509881001,"專業西文檢定訓練B1+B2","馬德睿","二78","綜南270309",2.0,選修,"歐文西二歐文西三歐文西四歐文西選歐文訪讀",西班牙文,否,學士班,"＠備註:建議已具備基本西班牙文能力較妥。"
113,2,509932001,"歐洲社會與歐盟政經問題","盧倩儀","五D56","研究250201",3.0,選修,"歐文法二歐文德二歐文西二歐文法三歐文德三歐文西三歐文法四歐文德四歐文西四歐文法選歐文德選歐文西選歐文訪讀",中文,否,學士班,"＠備註:無"
113,2,601383001,"公益服務法律實習－共好文山計畫（二）","陳志輝","一12","綜合271407",2.0,選修,"法律一甲法律一乙法律一丙法律二甲法律二乙法律二丙法律三甲法律三乙法律三丙法律四甲法律四乙法律四丙",中文,否,學士班,"＠備註:無"
113,2,701003002,"高等微積分","陳隆奇","二34四34","志希070221",4.0,必修,"應數二",中文,否,學士班,"＠備註:三EF為實習課。"
113,2,703014001,"數位系統導論","廖文宏","二D56","大仁200301",3.0,必修,"資訊二",中文,否,學士班,"＠備註:本課程有實驗課程"
113,2,754943001,"神經退化及再生","趙知章","三D5","",2.0,選修,"神科碩一",中文,否,碩士班,"＠備註:無"
113,2,782024001,"奈米科技導論","林宮玄","三EFG","商館260311",3.0,群修,"電物學程",中文,否,學士班,"＠備註:無"
113,2,556901001,"日本古典文法","鄭家瑜","四D56","研究250102",3.0,選修,"日文碩一",中文,否,碩士班,"＠備註:無"
113,2,599792001,"大學外文（二）：俄語","江杰翰","二234","道藩320218",3.0,選修,"外文中心",中文,否,學士班,"＠備註:與斯文系合開，不可重複修習。學生所屬國籍或僑居地之官方語言或主要使用語言為該語言，修習本科目之成績及學分不予採計。"
113,2,599865001,"大學外文（二）：土耳其語","謝怡達","四D56","",3.0,選修,"外文中心",土耳其文,否,學士班,"＠備註:合授課程。雙修輔系生可選。學生所屬國籍或僑居地之官方語言或主要使用語言為該語言，修習本科目之成績及學分不予採計。"
